category,new_path,old_path,width,height,mode,has_alpha,alpha_coverage,sha256
murals,revealed_glyphs/murals/mural_001.png,alien_hieroglyph_black_growth_worship_01.png,1024,1024,RGBA,True,0.414319,b33c8f88b677bd17466908ab6f936d9c82104c357f27fad8a62d10ac6559df18
murals,revealed_glyphs/murals/mural_002.png,alien_script_wall_reveal_decal_01_tight_alpha.png,1254,1254,RGBA,True,0.422704,515f02b48d3cf3977a5b99e37617028ae193599019fa71324b0562bb3d560629
murals,revealed_glyphs/murals/mural_003.png,VerticalMurals/dsb_full_wall_mural_01_cosmic_root_eye_prophecy.png,1024,1536,RGBA,True,0.248714,a8034059c9416e40e5ffb46e1e0406fa8937f862b49d9e88e3e851691bc98a94
murals,revealed_glyphs/murals/mural_004.png,VerticalMurals/dsb_full_wall_mural_01_fungal_entity_arrival.png,1024,1536,RGBA,True,0.122171,23ff0de40aa0fe7bdbb7607907fc5f317b6d2b8d732e172ebf813af0a44e6c20
murals,revealed_glyphs/murals/mural_005.png,VerticalMurals/dsb_full_wall_mural_02_dead_kings_ritual.png,1024,1536,RGBA,True,0.18593,cca1d6abdce44df99e42a9a59e8226bb26d0ca1c60d01c976de32081a374bbad
murals,revealed_glyphs/murals/mural_006.png,VerticalMurals/dsb_full_wall_mural_03_black_obelisk_warning_rite.png,1024,1536,RGBA,True,0.265523,c804076974586994295240fdd75bf08d6a55381c644f53f4e9fe83db18bf4a00
murals,revealed_glyphs/murals/mural_007.png,VerticalMurals/dsb_full_wall_mural_03_rooted_eye_sacrifice.png,1024,1536,RGBA,True,0.134594,de114e5acccd9f489a71d28e89913dc125d620c00c4f1822c910d7f6b69f3d86
murals,revealed_glyphs/murals/mural_008.png,VerticalMurals/dsb_full_wall_mural_04_cosmic_infection_world.png,1024,1536,RGBA,True,0.138328,dcb7632f1346a930c80ee6a756f12d187a35d6bcb507423b3475ba8014887941
murals,revealed_glyphs/murals/mural_009.png,VerticalMurals/dsb_full_wall_mural_04_fungal_throne_sacrifice.png,1024,1536,RGBA,True,0.409519,a376d0cd4d8c6e55b4c5f7e2eecf46d512b5823d65fc09d9e82de46321be0636
murals,revealed_glyphs/murals/mural_010.png,VerticalMurals/dsb_full_wall_mural_05_black_growth_cult_tablet.png,1024,1536,RGBA,True,0.2097,0ad6cab707784e60d5e2e89df8ef4856a3b544c35781b4c6184165bf7fd4e326
murals,revealed_glyphs/murals/mural_011.png,VerticalMurals/dsb_full_wall_mural_05_mushroom_deity_cult_tablet.png,1024,1536,RGBA,True,0.257148,8a1711391709c48dc63518f923ef047c4803b423da0ac3d4d2afd819a549244c
gate_murals,revealed_glyphs/gate_murals/gate_mural_001.png,VerticalMurals/dsb_full_wall_mural_02_gate_of_dead_kings.png,1024,1536,RGBA,True,0.276522,204851bd155b3b34167deda257545476c1d5c2aa245f87f21dea7facffc9205f
scripts,revealed_glyphs/scripts/script_001.png,alien_words_wall_reveal_decal_01.png,1024,256,RGBA,True,0.042542,33f67925394de055659a683be29f0d63ab846b46386f26417e6e580562ad51e4
